2025-03-12T16:28:08Z	debug	connection string: postgres://postgres:postgres@letslive_livestream_db:5432/letslive_livestream?sslmode=disable
2025-03-12T16:47:54Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:47:56Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:48:09Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:48:11Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:48:24Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:48:26Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:48:39Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:48:41Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:48:54Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:48:56Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:49:09Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:49:11Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:49:24Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:49:26Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:49:39Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:49:41Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:49:54Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:49:56Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:50:09Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:50:11Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:50:24Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:50:26Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:50:39Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:50:41Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:50:54Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:50:56Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:51:09Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:51:11Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:51:24Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:51:26Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:51:39Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:51:41Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:51:54Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:51:56Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:52:09Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:52:11Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:52:24Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:52:26Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:52:39Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:52:41Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:52:54Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:52:56Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:53:09Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:53:11Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:53:24Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:53:26Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:53:39Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:53:41Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:53:54Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:53:56Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:54:09Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:54:11Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:54:24Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:54:26Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:54:39Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:54:41Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:54:54Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:54:56Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:55:09Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:55:11Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:55:24Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:55:26Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:55:39Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:55:41Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:55:54Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:55:56Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:56:09Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:56:11Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:56:24Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:56:26Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:56:39Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:56:41Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:56:54Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:56:56Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:57:09Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:57:11Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
