2024-12-05T21:30:57Z	info	currently executing path: /usr/local/bin
2024-12-06T09:35:31Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.2", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T09:35:32Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.2", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T09:35:46Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.2", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T09:35:47Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.2", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T09:36:01Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.2", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T09:36:02Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.2", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T09:36:16Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.2", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T09:36:17Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.2", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T09:36:31Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.2", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T09:36:32Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.2", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T09:36:46Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.2", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T09:36:47Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.2", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T09:37:01Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.2", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T09:37:02Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.2", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T09:37:16Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.2", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T09:37:17Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.2", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T09:37:31Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.2", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T09:37:32Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.2", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T09:37:46Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.2", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T09:37:47Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.2", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T09:49:41Z	info	currently executing path: /usr/local/bin
2024-12-06T09:49:49Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.3", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T09:49:54Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.3", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T09:49:54Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.3", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T09:50:04Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.3", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T09:50:09Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.3", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T09:50:09Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.3", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T09:50:19Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.3", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T09:50:24Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.3", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T09:50:24Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.3", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T09:50:34Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.3", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T09:50:39Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.3", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T09:50:39Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.3", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T09:50:49Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.3", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T09:50:54Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.3", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T09:50:54Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.3", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T09:51:04Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.3", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T09:51:09Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.3", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T09:51:09Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.3", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T09:51:19Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.3", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T09:51:24Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.3", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T09:51:24Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.3", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T09:51:34Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.3", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T09:51:39Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.3", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T09:51:39Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.3", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T09:51:49Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.3", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T09:51:54Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.3", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T09:51:54Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.3", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T09:52:04Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.3", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T09:52:09Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.3", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T09:52:09Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.3", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T09:52:19Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.3", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T09:52:24Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.3", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T09:52:24Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.3", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T09:52:34Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.3", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T09:52:39Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.3", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T09:52:39Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.3", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T09:52:49Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.3", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T13:54:22Z	info	currently executing path: /usr/local/bin
2024-12-06T13:54:33Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.2", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T13:54:48Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.2", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T13:55:03Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.2", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T13:55:18Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.2", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T13:55:33Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.2", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T13:55:48Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.2", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T13:56:03Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.2", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T13:56:18Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.2", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T13:56:33Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.2", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T13:56:48Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.2", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T13:57:03Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.2", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T13:57:18Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.2", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T13:57:33Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.2", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T13:57:48Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.2", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T13:58:03Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.2", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T13:58:18Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.2", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T13:58:33Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.2", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T13:58:48Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.2", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T13:59:03Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.2", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T13:59:18Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.2", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T13:59:33Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.2", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T13:59:48Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.2", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T14:04:06Z	info	currently executing path: /usr/local/bin
2024-12-06T14:04:16Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.5", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T14:04:31Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.5", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T14:04:46Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.5", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T14:05:01Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.5", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T14:05:16Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.5", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T14:05:31Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.5", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T14:05:46Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.5", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T14:06:01Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.5", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T14:06:16Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.5", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T14:06:31Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.5", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T14:06:46Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.5", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T14:07:01Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.5", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T14:07:16Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.5", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T14:07:31Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.5", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T14:07:46Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.5", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T14:08:01Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.5", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T14:08:16Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.5", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T14:08:31Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.5", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T14:08:46Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.5", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T14:09:01Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.5", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T14:09:16Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.5", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T14:09:31Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.5", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T14:09:46Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.5", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T14:10:01Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.5", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T14:10:16Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.5", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T14:10:31Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.5", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T14:10:46Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.5", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T14:11:01Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.5", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T14:11:16Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.5", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T14:11:31Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.5", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T14:11:46Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.5", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T14:12:01Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.5", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T14:12:16Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.5", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T14:12:31Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.5", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T14:12:46Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.5", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T14:14:42Z	info	currently executing path: /usr/local/bin
2024-12-06T14:14:43Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.5", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T14:14:47Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.5", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T14:14:58Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.5", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T14:15:02Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.5", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T14:15:13Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.5", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T14:15:17Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.5", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T14:15:28Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.5", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T14:17:01Z	info	currently executing path: /usr/local/bin
2024-12-06T14:17:05Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.5", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T14:17:05Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.5", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T14:17:13Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.5", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T14:17:20Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.5", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T14:17:20Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.5", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T14:17:28Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.5", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T14:17:35Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.5", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T14:17:35Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.5", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T14:17:43Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.5", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T14:17:50Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.5", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T14:17:50Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.5", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T14:18:48Z	info	currently executing path: /usr/local/bin
2024-12-06T14:18:51Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.2", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T14:19:06Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.2", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T14:19:21Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.2", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T14:19:36Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.2", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T14:19:51Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.2", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T14:20:06Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.2", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T14:20:22Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.2", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T14:20:37Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.2", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T14:20:52Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.2", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T14:21:07Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.2", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T14:21:22Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.2", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T14:21:37Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.2", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T14:21:52Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.2", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T14:22:07Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.2", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T14:22:22Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.2", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T14:22:37Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.2", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T14:22:52Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.2", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T14:23:07Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.2", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T14:23:22Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.2", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T14:23:37Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.2", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T14:23:52Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.2", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T14:24:07Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.2", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T14:24:22Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.2", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T14:24:37Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.2", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T14:24:52Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.2", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T14:25:07Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.2", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T14:25:22Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.2", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T14:25:37Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.2", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
